transaction_id,customer_id,merchant_id,transaction_timestamp,amount_inr,currency,payment_channel,merchant_category,location,device_type,failed_attempts,risk_level,transaction_status,is_international,account_age_days,device_trust_score,is_fraud
TXN000015,CUST00682,MER0209,20-12-2026 15:11,3933.54,INR,Wallet,Travel,Kolkata,Mobile,5,Medium,Approved,0,675,12,0
TXN000016,CUST00778,MER0152,08-06-2026 12:35,7785.9,INR,UPI,Utilities,Hyderabad,Tablet,0,Low,Approved,1,1285,72,0
TXN000017,CUST02438,MER0035,21-06-2026 06:29,4660.62,INR,Wallet,Shopping,Delhi,Tablet,2,Low,Approved,0,2436,66,0
TXN000018,CUST01229,MER0235,19-08-2026 05:35,4184.45,INR,UPI,Shopping,Ahmedabad,Tablet,0,Low,Approved,0,2307,41,0
TXN000019,CUST00647,MER0225,09-08-2026 06:52,1651.04,INR,UPI,Healthcare,Chennai,Tablet,0,High,Approved,1,425,9,0
TXN000020,CUST01082,MER0259,22-12-2026 17:42,1009.73,INR,Net Banking,Education,Hyderabad,Mobile,0,High,Approved,0,2599,92,0
TXN000021,CUST00459,MER0039,19-04-2026 12:54,10823.2,INR,UPI,Education,Pune,Tablet,0,Low,Approved,0,2264,71,0
TXN000022,CUST01023,MER0342,16-03-2026 20:26,1660.13,INR,Net Banking,Education,Kolkata,Tablet,3,Low,Approved,0,3070,6,0
TXN000023,CUST00443,MER0196,29-01-2026 04:45,6103.07,INR,Wallet,Travel,Delhi,Laptop,4,Low,Approved,0,1433,95,0
TXN000024,CUST01144,MER0180,19-10-2026 00:53,6358.66,INR,Net Banking,Shopping,Bengaluru,Laptop,0,Low,Approved,0,732,43,0
TXN000025,CUST00779,MER0131,02-02-2026 07:42,4515.26,INR,Wallet,Shopping,Delhi,Laptop,2,Low,Declined,0,1767,66,0
TXN000026,CUST01673,MER0168,21-10-2026 00:27,5205.94,INR,Net Banking,Utilities,Mumbai,Mobile,0,Low,Approved,0,1723,93,0
TXN000027,CUST01176,MER0108,10-11-2026 00:50,1808.59,INR,Net Banking,Electronics,Ahmedabad,Laptop,0,Medium,Approved,0,2768,52,0
TXN000028,CUST01373,MER0048,21-06-2026 00:37,2451.19,INR,Net Banking,Travel,Delhi,Mobile,2,Low,Approved,0,101,11,0
TXN000029,CUST01000,MER0076,05-01-2026 00:54,7472,INR,UPI,Education,Kolkata,Mobile,3,Low,Approved,0,721,92,0
TXN000030,CUST02176,MER0287,20-08-2026 01:11,6207.6,INR,Wallet,Utilities,Kolkata,Tablet,1,Medium,Approved,0,1827,16,0
TXN000031,CUST01985,MER0321,24-06-2026 05:07,7160.53,INR,Net Banking,Electronics,Bengaluru,Tablet,0,Medium,Approved,0,1171,82,0
TXN000032,CUST00264,MER0213,24-10-2026 19:18,388.53,INR,Net Banking,Utilities,Ahmedabad,Laptop,0,Low,Approved,0,256,50,0
TXN000033,CUST01441,MER0153,11-10-2026 23:30,1070.98,INR,Wallet,Utilities,Delhi,Laptop,1,Low,Approved,0,899,98,0
TXN000034,CUST00523,MER0319,20-01-2026 15:16,3518.33,INR,Wallet,Utilities,Hyderabad,Mobile,1,Low,Approved,0,2633,93,0
TXN000035,CUST01553,MER0143,03-11-2026 23:22,7000.57,INR,Net Banking,Education,Bengaluru,Laptop,0,Low,Approved,0,80,59,0
TXN000036,CUST00084,MER0319,21-04-2026 23:04,2364.29,INR,Card,Travel,Ahmedabad,Tablet,4,Medium,Approved,0,469,4,0
TXN000037,CUST00671,MER0160,20-03-2026 17:09,926.64,INR,UPI,Food,Kolkata,Laptop,1,Low,Approved,0,2929,78,0
TXN000038,CUST00496,MER0290,30-01-2026 21:44,8043.72,INR,Net Banking,Utilities,Kolkata,Tablet,0,Low,Approved,0,1518,39,0
TXN000039,CUST02138,MER0334,16-07-2026 16:01,2896.74,INR,Wallet,Electronics,Kolkata,Tablet,0,Low,Approved,0,2427,59,0
TXN000040,CUST01998,MER0109,16-09-2026 09:00,1812.12,INR,Net Banking,Food,Chennai,Tablet,1,Low,Approved,0,2873,4,0
TXN000041,CUST01951,MER0331,24-12-2026 09:43,4308.33,INR,Wallet,Education,Hyderabad,Mobile,0,Medium,Approved,0,1206,53,0
TXN000042,CUST02255,MER0170,14-09-2026 04:20,5448.49,INR,Wallet,Food,Chennai,Laptop,1,Low,Pending,0,945,68,0
TXN000043,CUST01133,MER0302,26-07-2026 01:45,2188.25,INR,UPI,Education,Delhi,Laptop,0,Low,Approved,0,932,24,0
TXN000044,CUST00518,MER0327,24-12-2026 10:43,1356.27,INR,UPI,Education,Hyderabad,Tablet,0,Low,Approved,0,1165,7,0
TXN000045,CUST02015,MER0038,09-02-2026 00:53,3273.35,INR,Card,Travel,Chennai,Mobile,0,Low,Approved,1,1017,62,0
TXN000046,CUST01218,MER0302,09-11-2026 06:20,9696.28,INR,Net Banking,Utilities,Hyderabad,Tablet,2,Low,Declined,0,3032,67,0
TXN000047,CUST00011,MER0210,25-11-2026 01:07,10128.07,INR,Wallet,Food,Hyderabad,Mobile,0,Low,Approved,0,1181,31,0
TXN000048,CUST00811,MER0218,25-03-2026 13:51,6261.33,INR,Card,Healthcare,Mumbai,Laptop,1,Medium,Approved,1,3386,81,0
TXN000049,CUST01116,MER0257,26-12-2026 13:41,8010.73,INR,Wallet,Shopping,Hyderabad,Laptop,3,Low,Approved,0,3009,60,0
TXN000050,CUST01104,MER0296,30-01-2026 07:05,2439.14,INR,Card,Electronics,Ahmedabad,Laptop,4,Low,Approved,0,744,74,0
TXN000051,CUST00659,MER0169,27-10-2026 18:01,2201.05,INR,Wallet,Food,Kolkata,Tablet,4,High,Approved,0,151,53,0
TXN000052,CUST02223,MER0237,28-10-2026 22:01,2441.39,INR,UPI,Travel,Pune,Tablet,5,Low,Approved,0,3099,66,0
TXN000053,CUST00498,MER0015,24-06-2026 06:01,3330.52,INR,Card,Food,Hyderabad,Tablet,0,Low,Approved,0,1672,37,0
TXN009622,CUST01702,MER0248,10-12-2026 20:38,3416.26,INR,Card,Electronics,Mumbai,Laptop,2,Low,Approved,0,781,92,0
TXN000055,CUST01095,MER0002,25-07-2026 22:58,4022.19,INR,Net Banking,Education,Ahmedabad,Mobile,2,High,Approved,0,1830,54,0
TXN000056,CUST00979,MER0293,06-10-2026 20:54,2199.5,INR,Card,Education,Kolkata,Mobile,0,Low,Pending,0,1304,42,0
TXN000057,CUST00152,MER0065,30-08-2026 18:01,17797.89,INR,UPI,Education,Ahmedabad,Mobile,0,Medium,Approved,0,2155,84,0
TXN000058,CUST01557,MER0163,22-12-2026 07:30,1466.31,INR,UPI,Utilities,Bengaluru,Mobile,0,High,Approved,0,2586,43,0
TXN000059,CUST01818,MER0086,07-08-2026 01:32,2437.32,INR,UPI,Shopping,Pune,Mobile,0,Medium,Declined,1,1202,98,0
TXN000060,CUST01567,MER0318,25-06-2026 08:48,3185.2,INR,Wallet,Utilities,Mumbai,Mobile,0,Low,Approved,0,1889,24,0
TXN000061,CUST01810,MER0177,06-08-2026 20:05,3050.45,INR,Wallet,Healthcare,Chennai,Laptop,3,Medium,Approved,0,3463,37,0
TXN000062,CUST01622,MER0141,06-01-2026 21:31,1440.63,INR,UPI,Utilities,Ahmedabad,Laptop,0,Low,Pending,0,3178,90,0
TXN000063,CUST00561,MER0322,12-03-2026 18:03,4633.41,INR,UPI,Food,Ahmedabad,Mobile,1,Medium,Approved,0,2374,87,0
TXN000064,CUST00674,MER0132,17-12-2026 20:54,2363.03,INR,Net Banking,Healthcare,Pune,Mobile,0,Low,Declined,0,1919,47,0
TXN000065,CUST02198,MER0064,28-11-2026 03:57,24446.35,INR,Net Banking,Healthcare,Chennai,Tablet,5,High,Approved,1,1561,72,1
TXN000066,CUST01238,MER0333,25-10-2026 07:29,13062.15,INR,UPI,Travel,Hyderabad,Mobile,3,Medium,Approved,0,1247,9,0
TXN000067,CUST02213,MER0215,23-04-2026 12:29,1751.91,INR,Wallet,Healthcare,Bengaluru,Laptop,0,High,Approved,0,2522,48,0
TXN000068,CUST01470,MER0032,17-10-2026 21:59,2593.65,INR,Net Banking,Travel,Bengaluru,Laptop,4,Low,Approved,0,376,13,0
TXN000069,CUST00841,MER0036,31-05-2026 20:20,6080.99,INR,Card,Education,Delhi,Laptop,0,Medium,Approved,0,3172,32,0
TXN000070,CUST00540,MER0008,18-09-2026 20:44,6707.87,INR,Card,Utilities,Pune,Mobile,0,Low,Declined,0,714,23,0
TXN000071,CUST00447,MER0232,11-06-2026 07:51,1422.35,INR,UPI,Healthcare,Chennai,Laptop,0,Low,Approved,0,2636,58,0
TXN000072,CUST00331,MER0165,19-04-2026 00:19,1065.14,INR,UPI,Travel,Chennai,Tablet,0,High,Approved,0,2594,63,0
TXN000073,CUST00469,MER0336,06-06-2026 13:48,6001.1,INR,Wallet,Electronics,Delhi,Laptop,1,Low,Approved,0,1389,65,0
TXN000074,CUST01943,MER0035,08-03-2026 10:16,2108.75,INR,UPI,Shopping,Kolkata,,0,Medium,Approved,0,3050,33,0
TXN000075,CUST01733,MER0027,29-07-2026 10:41,10145.42,INR,Net Banking,Food,Bengaluru,Tablet,1,Medium,Approved,0,2079,43,0
TXN000076,CUST00927,MER0220,20-01-2026 02:49,4888.4,INR,Net Banking,Shopping,Mumbai,Laptop,0,Low,Approved,0,2879,48,0
TXN000077,CUST00126,MER0047,06-06-2026 15:43,9387.75,INR,Wallet,Electronics,Ahmedabad,Laptop,0,Medium,Approved,0,645,85,0
TXN000078,CUST00204,MER0346,01-03-2026 09:44,15490.01,INR,Net Banking,Electronics,Kolkata,Laptop,1,Low,Approved,0,2487,7,0
TXN000079,CUST02159,MER0342,13-08-2026 14:01,944.11,INR,UPI,Travel,Kolkata,Tablet,0,Low,Approved,0,225,37,0
TXN000080,CUST01764,MER0090,05-04-2026 01:41,2522.19,INR,Wallet,Utilities,Delhi,Tablet,0,Low,Approved,0,2289,42,0
TXN000081,CUST01331,MER0088,02-12-2026 00:46,12640.27,INR,Net Banking,Shopping,Kolkata,Mobile,1,Medium,Approved,0,997,54,0
TXN000082,CUST02091,MER0325,25-03-2026 00:45,3110.21,INR,Card,Education,Pune,Laptop,3,Low,Approved,0,2980,29,0
TXN000083,CUST00309,MER0091,26-12-2026 19:19,4669.63,INR,Wallet,Education,Ahmedabad,Tablet,0,High,Approved,0,3613,23,0
TXN000084,CUST01241,MER0141,10-02-2026 21:40,6157.59,INR,Net Banking,Utilities,Bengaluru,Laptop,2,Low,Approved,0,1892,20,0
TXN000085,CUST00169,MER0231,18-05-2026 01:43,13984.62,INR,Net Banking,Utilities,Ahmedabad,Tablet,0,Low,Approved,0,618,71,0
TXN000086,CUST01015,MER0225,16-11-2026 23:27,2485.77,INR,Card,Food,Pune,Laptop,2,High,Approved,1,1587,11,0
TXN000087,CUST01584,MER0146,03-07-2026 11:56,2026.1,INR,Card,Food,Bengaluru,Tablet,2,Low,Approved,0,2719,9,0
TXN000088,CUST01346,MER0066,10-03-2026 01:12,5860.51,INR,Wallet,Utilities,Pune,Mobile,1,Low,Approved,1,1486,40,0
TXN000089,CUST00415,MER0260,28-01-2026 11:41,9891.52,INR,Net Banking,Education,Mumbai,Tablet,1,Low,Approved,0,1544,18,0
TXN000090,CUST00973,MER0228,27-07-2026 11:28,800.18,INR,Wallet,Travel,Delhi,Laptop,1,Low,Approved,0,3313,93,0
TXN000091,CUST01565,MER0258,01-11-2026 20:37,7561.89,INR,Card,Education,Delhi,Tablet,1,Medium,Approved,0,567,57,0
TXN000092,CUST01168,MER0043,27-04-2026 17:39,1035.65,INR,Net Banking,Electronics,Mumbai,Laptop,0,Medium,Approved,1,376,92,0
TXN000093,CUST01582,MER0042,01-10-2026 00:04,1739.81,INR,Card,Shopping,Pune,Mobile,0,High,Approved,0,3438,7,0
TXN000094,CUST01922,MER0230,04-01-2026 19:46,2748.32,INR,UPI,Shopping,Chennai,Mobile,0,Medium,Approved,0,3421,61,0
TXN000095,CUST01720,MER0328,29-11-2026 20:38,18793.74,INR,UPI,Shopping,Ahmedabad,Tablet,0,Low,Approved,0,2196,31,0
TXN000096,CUST00768,MER0341,04-03-2026 08:12,3750.25,INR,Net Banking,Shopping,Hyderabad,Laptop,0,Low,Approved,0,3578,79,0
TXN000097,CUST00547,MER0023,14-09-2026 12:52,6919.69,INR,Net Banking,Education,Mumbai,Tablet,1,Low,Approved,0,1904,99,0
TXN000098,CUST00172,MER0162,14-08-2026 18:58,3504.19,INR,Wallet,Education,Ahmedabad,Laptop,0,High,Declined,0,150,59,1
TXN000099,CUST01790,MER0205,17-11-2026 04:57,1807.16,INR,Wallet,Food,Mumbai,Laptop,2,Medium,Approved,0,2835,43,0
TXN000100,CUST00740,MER0280,02-08-2026 21:56,13188.19,INR,Net Banking,Shopping,Bengaluru,Laptop,2,Low,Pending,0,2708,11,0
TXN000101,CUST01445,MER0315,13-11-2026 17:08,2753.61,INR,Net Banking,Healthcare,Hyderabad,Mobile,0,Low,Declined,0,2750,58,0
TXN000102,CUST01795,MER0018,02-04-2026 22:01,1336.64,INR,UPI,Travel,Pune,Laptop,1,Medium,Approved,1,1569,19,0
TXN000103,CUST01142,MER0128,24-03-2026 14:39,3241.89,INR,UPI,Healthcare,Mumbai,Laptop,0,High,Approved,0,2121,18,0
TXN000104,CUST02012,MER0103,31-03-2026 07:14,4112.64,INR,Card,Education,Bengaluru,Laptop,0,Low,Declined,0,708,79,0
TXN000105,CUST02253,MER0278,31-07-2026 10:26,3335.1,INR,Net Banking,Education,Mumbai,Tablet,1,Medium,Approved,0,2907,41,0
TXN000106,CUST02024,MER0014,20-09-2026 19:07,9636.31,INR,Net Banking,Electronics,Mumbai,Tablet,0,High,Approved,0,3622,26,0
TXN000107,CUST00304,MER0231,06-12-2026 05:01,7135.89,INR,Net Banking,Travel,Mumbai,Mobile,1,Low,Approved,0,1773,10,0
TXN000108,CUST01164,MER0041,02-07-2026 11:38,3781.71,INR,Card,Healthcare,Chennai,Mobile,0,Low,Declined,1,2561,29,0
TXN000109,CUST02479,MER0173,30-01-2026 23:55,4016.4,INR,UPI,Shopping,Hyderabad,Tablet,0,Low,Approved,1,3159,20,0
TXN000110,CUST01238,MER0248,28-06-2026 07:33,9373.67,INR,Wallet,Food,Ahmedabad,Mobile,0,Low,Approved,0,2821,64,0
TXN000111,CUST01415,MER0205,06-04-2026 05:18,3069.42,INR,Net Banking,Utilities,Bengaluru,Laptop,0,Low,Approved,0,991,41,0
TXN000112,CUST00655,MER0168,16-08-2026 17:05,2319.61,INR,Card,Education,Mumbai,Laptop,0,Low,Approved,0,2109,50,0
TXN000113,CUST01446,MER0025,06-02-2026 19:15,10935.3,INR,Net Banking,Electronics,Ahmedabad,Laptop,0,Low,Approved,0,2199,59,0
TXN000114,CUST02267,MER0148,23-02-2026 13:03,2118.53,INR,Wallet,Utilities,Ahmedabad,Tablet,0,Low,Approved,0,1146,7,0
TXN000115,CUST01498,MER0074,25-05-2026 22:47,5779.27,INR,Wallet,Utilities,Hyderabad,Mobile,0,Medium,Approved,0,160,48,0
TXN000116,CUST01305,MER0084,14-10-2026 03:22,2292.44,INR,Net Banking,Utilities,Pune,Tablet,0,Low,Declined,0,3393,66,0
TXN000117,CUST02391,MER0158,20-01-2026 09:41,3519.68,INR,Wallet,Food,Delhi,Tablet,0,Low,Pending,0,211,43,0
TXN000118,CUST02346,MER0057,19-05-2026 22:11,997.12,INR,UPI,Electronics,Pune,Laptop,1,Low,Approved,0,621,19,0
TXN000119,CUST02125,MER0107,25-08-2026 16:39,1530.39,INR,Wallet,Utilities,Kolkata,Laptop,1,Low,Approved,0,710,95,0
TXN000120,CUST02499,MER0248,21-05-2026 00:03,4049.97,INR,Card,Food,Chennai,Mobile,1,Low,Approved,0,1220,88,0
TXN000121,CUST01121,MER0148,30-03-2026 17:54,9552.64,INR,Wallet,Electronics,Pune,Mobile,0,Medium,Approved,0,1190,72,0
TXN000122,CUST02404,MER0123,26-06-2026 13:15,5760.95,INR,UPI,Healthcare,Delhi,Tablet,2,Low,Approved,0,954,72,0
TXN000123,CUST00647,MER0209,13-12-2026 09:27,2327.86,INR,Wallet,Healthcare,Delhi,Laptop,0,Low,Pending,0,1316,1,0
TXN000124,CUST00721,MER0019,17-10-2026 01:58,4862.23,INR,Wallet,Travel,Chennai,Mobile,1,Low,Approved,0,38,5,0
TXN000125,CUST00550,MER0259,07-12-2026 19:15,29580.56,INR,Net Banking,Travel,Bengaluru,Laptop,0,Low,Approved,0,666,83,0
TXN000126,CUST00719,MER0313,23-10-2026 06:27,7851.04,INR,Wallet,Utilities,Pune,Mobile,0,Medium,Approved,0,1642,38,0
TXN000127,CUST01094,MER0169,08-08-2026 20:53,2132.69,INR,UPI,Food,Pune,Tablet,0,Medium,Approved,0,968,34,0
TXN000128,CUST01209,MER0189,10-06-2026 19:37,1630.92,INR,Card,Travel,Ahmedabad,Mobile,0,Low,Approved,0,1864,91,0
TXN000129,CUST01014,MER0349,01-03-2026 14:47,4740.75,INR,Wallet,Utilities,Pune,Mobile,0,Medium,Approved,0,2311,69,0
TXN000130,CUST02389,MER0251,08-03-2026 05:19,1426.02,INR,Wallet,Education,Hyderabad,Laptop,0,Low,Approved,0,541,57,0
TXN000131,CUST00013,MER0112,23-02-2026 04:17,3405.49,INR,UPI,Electronics,Pune,Tablet,0,Low,Approved,0,262,93,0
TXN000132,CUST01722,MER0192,06-10-2026 12:18,13943.46,INR,Wallet,Education,Kolkata,Laptop,0,Low,Pending,0,329,18,0
TXN000133,CUST00522,MER0115,03-01-2026 12:42,6076.01,INR,UPI,Food,Ahmedabad,Tablet,1,Medium,Approved,0,2946,23,0
TXN000134,CUST00463,MER0017,02-11-2026 06:45,4739.18,INR,UPI,Travel,Delhi,Mobile,0,Low,Declined,0,414,36,0
TXN000135,CUST00890,MER0029,13-04-2026 01:02,2869.45,INR,Net Banking,Travel,Pune,Tablet,3,Low,Approved,0,2450,6,0
TXN000136,CUST00250,MER0286,08-05-2026 12:40,6690.18,INR,Wallet,Utilities,Ahmedabad,Mobile,3,Medium,Approved,1,1411,67,0
TXN000137,CUST00988,MER0116,07-08-2026 23:44,11689.72,INR,Card,Education,Ahmedabad,Mobile,0,High,Approved,0,2304,20,1
TXN000138,CUST01520,MER0048,19-05-2026 16:54,2810.07,INR,UPI,Food,Kolkata,Tablet,0,Low,Declined,0,2478,43,0
TXN000139,CUST01364,MER0156,12-01-2026 03:58,7123.02,INR,Card,Travel,Bengaluru,Tablet,1,Low,Approved,0,3090,72,0
TXN000140,CUST01910,MER0274,19-09-2026 14:30,1409.77,INR,Net Banking,Food,Pune,Tablet,0,Low,Approved,0,3616,71,0
TXN000141,CUST00067,MER0134,01-11-2026 01:42,2758.41,INR,Net Banking,Travel,Delhi,Laptop,3,Low,Declined,0,943,53,1
TXN000142,CUST02010,MER0236,03-05-2026 12:05,9612.91,INR,Net Banking,Travel,Mumbai,Tablet,1,Low,Approved,0,2239,33,0
TXN000143,CUST00199,MER0004,28-10-2026 07:04,13735.48,INR,Card,Education,Delhi,Mobile,1,Low,Approved,0,2897,5,0
TXN000144,CUST00065,MER0004,27-10-2026 12:39,1713.02,INR,UPI,Shopping,Chennai,Tablet,0,Low,Approved,0,1175,79,0
TXN000145,CUST00988,MER0099,03-07-2026 19:19,14777.99,INR,Net Banking,Food,Kolkata,Mobile,2,Low,Approved,0,1529,14,0
TXN000146,CUST00130,MER0048,23-10-2026 02:45,3364.37,INR,Wallet,Electronics,Ahmedabad,Mobile,1,High,Approved,0,2609,11,0
TXN000147,CUST02164,MER0022,17-06-2026 07:27,1396.74,INR,Card,Education,Ahmedabad,Laptop,0,Low,Pending,0,191,73,0
TXN000148,CUST00849,MER0301,15-04-2026 23:55,5290.74,INR,Wallet,Shopping,Chennai,Mobile,0,High,Approved,0,2310,23,0
TXN000149,CUST00322,MER0257,09-09-2026 20:19,8093.97,INR,UPI,Shopping,Kolkata,Mobile,3,Low,Approved,0,3436,97,0
TXN000150,CUST02010,MER0117,17-09-2026 02:15,5416.25,INR,Wallet,Electronics,Mumbai,Tablet,1,Low,Pending,1,2400,42,1
TXN000151,CUST00632,MER0200,19-08-2026 14:21,746.9,INR,Net Banking,Shopping,Bengaluru,Mobile,2,Medium,Approved,0,1263,11,0
TXN000152,CUST00108,MER0046,15-09-2026 17:06,5566.33,INR,UPI,Utilities,Pune,Laptop,0,Low,Approved,0,51,72,0
TXN000153,CUST01560,MER0087,12-04-2026 02:24,3044.98,INR,Net Banking,Food,Chennai,Laptop,3,Low,Approved,0,598,32,0
TXN000154,CUST02031,MER0305,23-05-2026 09:27,3088.54,INR,Wallet,Shopping,Mumbai,Laptop,0,Low,Approved,0,28,33,0
TXN000155,CUST02435,MER0070,07-08-2026 18:29,1911.86,INR,Net Banking,Utilities,Delhi,Laptop,2,High,Approved,0,1287,43,0
TXN000156,CUST01149,MER0202,23-09-2026 19:06,2927.96,INR,UPI,Utilities,Delhi,Tablet,1,Low,Approved,0,2235,74,0
TXN000157,CUST01241,MER0124,03-07-2026 23:55,449.11,INR,Card,Healthcare,Kolkata,Laptop,2,Low,Approved,0,303,53,0
TXN000158,CUST01473,MER0275,03-03-2026 21:10,5124.78,INR,UPI,Education,Delhi,Tablet,0,Low,Approved,1,2723,89,0
TXN000159,CUST01764,MER0055,08-01-2026 16:20,4556.41,INR,UPI,Food,Delhi,Tablet,5,Low,Approved,0,3060,52,0
TXN000160,CUST00618,MER0177,18-01-2026 21:15,4800.21,INR,Wallet,Shopping,Chennai,Laptop,0,Low,Approved,0,352,99,0
TXN000161,CUST01854,MER0164,18-02-2026 21:57,2200.38,INR,Net Banking,Shopping,Bengaluru,Mobile,0,Low,Approved,0,3479,61,0
TXN000162,CUST00756,MER0096,11-11-2026 16:05,3835.47,INR,Wallet,Shopping,Delhi,Laptop,0,Low,Approved,0,2426,60,0
TXN000163,CUST01875,MER0059,11-07-2026 00:57,1222.85,INR,Wallet,Utilities,Pune,Tablet,2,Low,Approved,0,1592,69,0
TXN000164,CUST02418,MER0044,08-04-2026 12:54,4422.96,INR,Net Banking,Shopping,Delhi,Laptop,2,Low,Approved,0,480,87,0
TXN000165,CUST02202,MER0331,07-05-2026 03:29,6480.94,INR,Card,Electronics,Chennai,Mobile,0,Low,Approved,0,767,50,0
TXN000166,CUST02301,MER0259,27-12-2026 10:13,3376.19,INR,Wallet,Healthcare,Ahmedabad,Laptop,0,Low,Approved,0,2909,18,0
TXN000167,CUST01874,MER0290,27-12-2026 16:13,3576.13,INR,UPI,Utilities,Bengaluru,Laptop,0,Medium,Approved,0,3175,38,1
TXN000168,CUST01014,MER0153,24-01-2026 11:16,17330.37,INR,Wallet,Food,Pune,Mobile,0,Low,Approved,0,1799,55,0
TXN000169,CUST00571,MER0106,31-05-2026 16:35,726.08,INR,UPI,Utilities,Pune,Tablet,1,Medium,Approved,0,1152,79,0
TXN000170,CUST01686,MER0031,21-07-2026 22:34,1794.15,INR,Card,Healthcare,Mumbai,Mobile,4,Low,Approved,0,600,87,0
TXN000171,CUST01537,MER0232,24-02-2026 23:44,27122.76,INR,UPI,Electronics,Chennai,Tablet,1,Medium,Approved,0,3594,74,0
TXN000172,CUST01468,MER0033,17-10-2026 14:35,9662.34,INR,Card,Electronics,Delhi,Laptop,0,Low,Pending,0,1100,94,0
TXN000173,CUST00189,MER0051,01-12-2026 15:46,1813.32,INR,UPI,Shopping,Mumbai,Laptop,0,Low,Approved,0,1870,44,0
TXN000174,CUST00338,MER0191,01-05-2026 12:45,4998,INR,UPI,Electronics,Chennai,Tablet,1,Low,Approved,0,2865,36,0
TXN000175,CUST01823,MER0005,06-01-2026 20:54,3250.13,INR,Net Banking,Education,Bengaluru,Laptop,0,Medium,Approved,0,2843,10,0
TXN000176,CUST01568,MER0069,15-04-2026 00:32,1320.27,INR,UPI,Utilities,Hyderabad,Tablet,1,Low,Approved,0,2663,41,0
TXN000177,CUST00356,MER0052,12-04-2026 22:54,2763.5,INR,UPI,Utilities,Kolkata,Laptop,1,Low,Approved,0,1759,79,0
TXN000178,CUST00110,MER0338,08-08-2026 15:42,1760.96,INR,Card,Utilities,Delhi,Tablet,0,Low,Approved,0,1605,77,0
TXN000179,CUST00050,MER0185,19-08-2026 10:45,13528.88,INR,Card,Electronics,Kolkata,Laptop,0,Low,Declined,0,2238,77,0
TXN000180,CUST02053,MER0213,05-11-2026 10:30,1548.87,INR,Wallet,Shopping,Mumbai,Laptop,0,Medium,Approved,0,343,51,0
TXN000181,CUST00271,MER0159,15-11-2026 13:37,3717.06,INR,Card,Shopping,Delhi,Mobile,2,Low,Approved,0,1780,51,0
TXN000182,CUST00047,MER0084,28-12-2026 11:26,4329.84,INR,Net Banking,Utilities,Chennai,Mobile,1,Low,Approved,0,1524,23,0
TXN000183,CUST02146,MER0033,11-07-2026 11:22,6377.97,INR,UPI,Electronics,Ahmedabad,Tablet,3,Low,Approved,0,1476,4,0
TXN000184,CUST02085,MER0002,02-02-2026 01:37,6829.34,INR,UPI,Travel,Hyderabad,Laptop,0,Low,Approved,0,1491,74,0
TXN000185,CUST01311,MER0139,26-02-2026 17:10,11682.32,INR,Net Banking,Shopping,Hyderabad,Mobile,3,Low,Approved,0,915,54,0
TXN000186,CUST01512,MER0103,01-08-2026 07:59,1124.23,INR,Net Banking,Healthcare,Delhi,Laptop,0,Medium,Approved,0,1509,42,0
TXN000187,CUST01680,MER0013,19-06-2026 15:55,3489.18,INR,Net Banking,Healthcare,Hyderabad,Laptop,0,Low,Approved,0,6,98,0
